,Open,High,Low,Close,Volume
2025-07-22 05:40:00,115.1295,115.1787,115.1038,115.1217,0.0
2025-07-22 05:45:00,115.1272,115.1799,115.0804,115.1397,0.0
2025-07-22 05:50:00,115.1565,115.1979,115.0671,115.1432,0.0
2025-07-22 05:55:00,115.1097,115.16,115.0527,115.0976,0.0
2025-07-22 06:00:00,115.1042,115.1378,115.0304,115.082,0.0
2025-07-22 06:05:00,115.0718,115.1245,115.0238,115.0843,0.0
2025-07-22 06:10:00,115.0585,115.1347,115.0183,115.0808,0.0
2025-07-22 06:15:00,115.0999,115.1245,115.0328,115.0921,0.0
2025-07-22 06:20:00,115.0574,115.1167,115.0496,115.0988,0.0
2025-07-22 06:25:00,115.0999,115.1312,115.064,115.0898,0.0
2025-07-22 06:30:00,115.1144,115.13,115.0538,115.0874,0.0
2025-07-22 06:35:00,115.1042,115.1198,115.0437,115.1018,0.0
2025-07-22 06:40:00,115.0952,115.1342,115.0515,115.1175,0.0
2025-07-22 06:45:00,115.0827,115.1588,115.0671,115.1354,0.0
2025-07-22 06:50:00,115.1108,115.1588,115.0749,115.1409,0.0
2025-07-22 06:55:00,115.1241,115.1577,115.0893,115.1319,0.0
2025-07-22 07:00:00,115.1331,115.1565,115.0893,115.1229,0.0
2025-07-22 07:05:00,115.1241,115.1733,115.0737,115.1331,0.0
2025-07-22 07:10:00,115.0905,115.1577,115.0815,115.1319,0.0
2025-07-22 07:15:00,115.1253,115.1588,115.0581,115.1108,0.0
2025-07-22 07:20:00,115.112,115.1288,115.0605,115.112,0.0
2025-07-22 07:25:00,115.0874,115.1198,115.0437,115.0515,0.0
2025-07-22 07:30:00,115.0773,115.1409,115.0425,115.0995,0.0
2025-07-22 07:35:00,115.1007,115.1264,114.9879,115.0394,0.0
2025-07-22 07:40:00,115.0406,115.0484,114.9189,114.9524,0.0
2025-07-22 07:45:00,114.9536,114.9883,114.8486,114.9102,0.0
2025-07-22 07:50:00,114.9091,114.9649,114.8666,114.9403,0.0
2025-07-22 07:55:00,114.9212,114.9559,114.8498,114.9403,0.0
2025-07-22 08:00:00,114.938,114.9906,114.8275,114.9024,0.0
2025-07-22 08:05:00,114.9036,114.9461,114.8142,114.9137,0.0
2025-07-22 08:10:00,114.9114,114.945,114.8287,114.8712,0.0
2025-07-22 08:15:00,114.8521,114.888,114.7573,114.8353,0.0
2025-07-22 08:20:00,114.8556,114.9258,114.7851,114.8822,0.0
2025-07-22 08:25:00,114.8564,114.9313,114.8085,114.8923,0.0
2025-07-22 08:30:00,114.8911,114.9001,114.8252,114.8833,0.0
2025-07-22 08:35:00,114.8576,114.9091,114.7851,114.8431,0.0
2025-07-22 08:40:00,114.8498,114.8845,114.7929,114.8611,0.0
2025-07-22 08:45:00,114.8365,114.8767,114.7382,114.7651,0.0
2025-07-22 08:50:00,114.7663,114.8099,114.5989,114.6815,0.0
2025-07-22 08:55:00,114.6703,114.7408,114.4886,114.6159,0.0
2025-07-22 09:00:00,114.6147,114.6806,114.5087,114.6069,0.0
2025-07-22 09:05:00,114.5902,114.6583,114.502,114.6315,0.0
2025-07-22 09:10:00,114.598,114.704,114.5477,114.6113,0.0
2025-07-22 09:15:00,114.6538,114.6861,114.522,114.6081,0.0
2025-07-22 09:20:00,114.5913,114.6673,114.502,114.5656,0.0
2025-07-22 09:25:00,114.5913,114.6361,114.5121,114.6048,0.0
2025-07-22 09:30:00,114.5702,114.6785,114.5534,114.6193,0.0
2025-07-22 09:35:00,114.6361,114.6852,114.5433,114.6404,0.0
2025-07-22 09:40:00,114.6058,114.6751,114.5355,114.5869,0.0
2025-07-22 09:45:00,114.6037,114.6484,114.5066,114.5926,0.0
2025-07-22 09:50:00,114.5758,114.6172,114.4854,114.5524,0.0
2025-07-22 09:55:00,114.5189,114.5781,114.3928,114.4766,0.0
2025-07-22 10:00:00,114.4598,114.5425,114.4263,114.5168,0.0
2025-07-22 10:05:00,114.4743,114.5246,114.3839,114.4419,0.0
2025-07-22 10:10:00,114.4162,114.577,114.3805,114.5166,0.0
2025-07-22 10:15:00,114.5066,114.5949,114.3738,114.4754,0.0
2025-07-22 10:20:00,114.4509,114.5179,114.4096,114.4598,0.0
2025-07-22 10:25:00,114.4766,114.5257,114.4185,114.4688,0.0
2025-07-22 10:30:00,114.4754,114.5425,114.3873,114.5011,0.0
2025-07-22 10:35:00,114.4676,114.5983,114.4598,114.5558,0.0
2025-07-22 10:40:00,114.5804,114.6128,114.4888,114.5625,0.0
